AHD	0	0	ASX	0	0	0	0	0	10	1335391183	0	8	0
AHD	0	1	ASX	1	1	63400	0	0	10	1335234403	0	1	2031
AHD	0	1	ASX	1	1	63400	0	0	10	1335234403	0	5	2031
AHD	0	1	ASX	1	2	63100	0	0	10	1334640271	0	1	596
AHD	0	1	ASX	1	3	63000	0	0	10	1334639850	0	1	1550
AHD	0	1	ASX	1	4	63000	0	0	10	1334888741	0	1	2425
AHD	0	1	ASX	1	5	63000	0	0	10	1335244451	0	1	3175
AHD	0	1	ASX	1	6	62300	0	0	10	1334205815	0	1	1198
AHD	0	1	ASX	1	7	62000	0	0	10	1334095224	0	1	162
AHD	0	1	ASX	1	8	62000	0	0	10	1334274684	0	1	37860
AHD	0	1	ASX	1	9	61500	0	0	10	1334008813	0	1	185
AHD	0	1	ASX	1	10	61500	0	0	10	1335229751	0	1	4065
AHD	0	1	ASX	1	11	61500	0	0	10	1335230417	0	1	2033
AHD	0	1	ASX	1	12	61500	0	0	10	1335231152	0	1	3252
AHD	0	1	ASX	1	13	61500	0	0	10	1335231298	0	1	2439
AHD	0	1	ASX	1	14	61100	0	0	10	1333511111	0	1	550
AHD	0	1	ASX	1	15	61100	0	0	10	1334200819	0	1	4000
AHD	0	1	ASX	1	16	61000	0	0	10	1334527222	0	1	850
AHD	0	1	ASX	1	17	60000	0	0	10	1332737558	0	1	1667
AHD	0	1	ASX	1	18	60000	0	0	10	1332810190	0	1	1333
AHD	0	1	ASX	1	19	60000	0	0	10	1333328449	0	1	3333
AHD	0	1	ASX	1	20	60000	0	0	10	1333329377	0	1	2500
AHD	0	1	ASX	1	21	60000	0	0	10	1333331793	0	1	4166
AHD	0	1	ASX	1	22	60000	0	0	10	1333332196	0	1	10000
AHD	0	1	ASX	1	23	60000	0	0	10	1334023060	0	1	1667
AHD	0	1	ASX	1	24	60000	0	0	10	1334026704	0	1	833
AHD	0	1	ASX	1	25	60000	0	0	10	1334716546	0	1	1666
AHD	0	1	ASX	1	26	60000	0	0	10	1334794139	0	1	5000
AHD	0	1	ASX	1	27	60000	0	0	10	1334884303	0	1	1666
AHD	0	1	ASX	1	28	58500	0	0	10	1334553676	0	1	500
AHD	0	1	ASX	1	29	48000	0	0	10	1330900226	0	1	15000
AHD	0	1	ASX	1	30	44000	0	0	10	1330981992	0	1	1811
AHD	0	1	ASX	2	1	64600	0	0	10	1335224499	0	1	1465
AHD	0	1	ASX	2	1	64600	0	0	10	1335224499	0	5	1465
AHD	0	1	ASX	2	2	64700	0	0	10	1335157609	0	1	600
AHD	0	1	ASX	2	3	64800	0	0	10	1334885373	0	1	1693
AHD	0	1	ASX	2	4	64900	0	0	10	1334881516	0	1	1820
AHD	0	1	ASX	2	5	64900	0	0	10	1334883041	0	1	2000
AHD	0	1	ASX	2	6	65000	0	0	10	1334279344	0	1	9839
AHD	0	1	ASX	2	7	65000	0	0	10	1334700021	0	1	3424
AHD	0	1	ASX	2	8	65000	0	0	10	1334814756	0	1	697
AHD	0	1	ASX	2	9	65500	0	0	10	1334786434	0	1	89
AHD	0	1	ASX	2	10	65500	0	0	10	1335218416	0	1	329
AHD	0	1	ASX	2	11	65600	0	0	10	1334795088	0	1	400
AHD	0	1	ASX	2	12	68000	0	0	10	1335243534	0	1	1000
AHD	0	1	ASX	2	13	68900	0	0	10	1332709221	0	1	1000
AHD	0	1	ASX	2	14	70000	0	0	10	1334190238	0	1	185
AHD	0	1	ASX	1	2	63400	0	0	10	1335398152	0	1	1000
AHD	0	1	ASX	1	3	63300	0	0	10	1335398376	0	1	399
AHD	0	1	ASX	1	3	63300	0	0	20	1335398390	0	8	399
AHD	0	1	ASX	1	3	63300	0	0	20	1335398429	0	3	399
AHD	0	1	ASX	2	1	64500	0	0	20	1335399827	0	1	664
AHD	0	1	ASX	2	1	64500	0	0	20	1335399827	0	5	664
AHD	0	1	ASX	1	1	63500	0	0	20	1335399844	0	1	100
AHD	0	1	ASX	1	1	63500	0	0	20	1335399844	0	5	100
AHD	0	1	ASX	1	1	63500	0	0	20	1335399847	0	3	100
AHD	0	1	ASX	1	1	63400	0	0	20	1335399847	0	5	3031
AHD	0	1	ASX	1	3	63400	0	0	20	1335399874	0	1	100
AHD	0	1	ASX	1	3	63400	0	0	20	1335400325	0	3	100
AHD	0	1	ASX	1	1	63500	0	0	20	1335400685	0	1	100
AHD	0	1	ASX	1	1	63500	0	0	20	1335400685	0	5	100
AHD	0	1	ASX	1	4	63100	0	0	20	1335401561	0	3	596
AHD	0	1	ASX	1	2	63500	0	0	20	1335401561	0	1	596
AHD	0	1	ASX	1	1	63500	0	0	20	1335401640	0	3	100
AHD	0	1	ASX	1	1	63500	0	0	20	1335401640	0	3	596
AHD	0	1	ASX	1	1	63400	0	0	20	1335401640	0	3	2031
AHD	0	1	ASX	1	1	63400	0	0	20	1335401640	0	5	1000
AHD	0	1	ASX	1	1	63400	0	0	20	1335401640	0	2	727
AHD	0	1	ASX	15	1	63500	0	0	20	1335401640	0	6	100
AHD	0	1	ASX	15	1	63500	0	0	20	1335401640	0	6	596
AHD	0	1	ASX	15	1	63400	0	0	20	1335401640	0	6	2031
AHD	0	1	ASX	15	1	63400	0	0	20	1335401640	0	6	273
AHD	0	1	ASX	1	2	63100	0	0	20	1335401640	0	1	1677
AHD	0	1	ASX	2	3	64600	0	0	20	1335401640	0	1	1677
AHD	0	1	ASX	2	1	64400	0	0	20	1335401640	0	1	425
AHD	0	1	ASX	2	1	64400	0	0	20	1335401640	0	5	425
AHD	0	1	ASX	2	4	64600	0	0	20	1335401703	0	3	1677
AHD	0	1	ASX	2	3	64500	0	0	20	1335401706	0	1	1677
AHD	0	1	ASX	2	1	64400	0	0	20	1335401709	0	3	425
AHD	0	1	ASX	2	1	64500	0	0	20	1335401709	0	5	2341
AHD	0	1	ASX	2	2	64500	0	0	20	1335401709	0	3	1677
AHD	0	1	ASX	2	1	64400	0	0	20	1335401711	0	1	433
AHD	0	1	ASX	2	1	64400	0	0	20	1335401711	0	5	433
AHD	0	1	ASX	2	4	64600	0	0	20	1335401711	0	1	1677
AHD	0	1	ASX	1	1	63500	0	0	20	1335401740	0	1	4544
AHD	0	1	ASX	1	1	63500	0	0	20	1335401740	0	5	4544
AHD	0	1	ASX	2	1	64400	0	0	20	1335401767	0	3	433
AHD	0	1	ASX	2	1	64500	0	0	20	1335401767	0	5	664
AHD	0	1	ASX	1	1	63500	0	0	20	1335401769	0	2	4544
AHD	0	1	ASX	2	1	64400	0	0	20	1335401769	0	1	433
AHD	0	1	ASX	2	1	64400	0	0	20	1335401769	0	5	433
AHD	0	1	ASX	2	4	64600	0	0	20	1335401788	0	3	1677
AHD	0	1	ASX	2	3	64500	0	0	20	1335401790	0	1	1677
AHD	0	1	ASX	2	1	64400	0	0	20	1335401846	0	3	433
AHD	0	1	ASX	2	1	64500	0	0	20	1335401846	0	5	2341
AHD	0	1	ASX	2	2	64500	0	0	20	1335401846	0	3	1677
AHD	0	1	ASX	2	1	64400	0	0	20	1335401848	0	1	433
AHD	0	1	ASX	2	1	64400	0	0	20	1335401848	0	5	433
AHD	0	1	ASX	2	4	64600	0	0	20	1335401848	0	1	1677
AHD	0	1	ASX	1	2	63500	0	0	20	1335401865	0	1	136
AHD	0	1	ASX	2	4	64600	0	0	20	1335401920	0	3	1677
AHD	0	1	ASX	2	3	64500	0	0	20	1335401922	0	1	1677
AHD	0	1	ASX	2	1	64400	0	0	20	1335401922	0	3	433
AHD	0	1	ASX	2	1	64500	0	0	20	1335401922	0	5	2341
AHD	0	1	ASX	2	2	64500	0	0	20	1335401923	0	3	1677
AHD	0	1	ASX	2	3	64600	0	0	20	1335401925	0	1	1677
AHD	0	1	ASX	2	1	64400	0	0	20	1335401925	0	1	433
AHD	0	1	ASX	2	1	64400	0	0	20	1335401925	0	5	433
AHD	0	1	ASX	2	4	64600	0	0	20	1335401975	0	3	1677
AHD	0	1	ASX	2	3	64500	0	0	20	1335401978	0	1	1677
